,barrio,Precio M2,Distancia Subte,lat,lon,estacion
2967,VILLA CRESPO,3090.909090909091,331.870986849115,-34.6015602,-58.4343171,135.0
2968,VILLA CRESPO,3000.0,324.5424388973709,-34.5991117,-58.4314519,135.0
2969,VILLA CRESPO,2894.5945945945946,720.4417612031905,-34.598243,-58.44924,146.0
2970,VILLA CRESPO,2353.1914893617013,720.4417612031905,-34.598243,-58.44924,146.0
2971,VILLA CRESPO,2310.0,720.4417612031905,-34.598243,-58.44924,146.0
2972,VILLA CRESPO,2450.0,459.55947681960316,-34.5948981,-58.4415508,139.0
2973,VILLA CRESPO,2705.882352941177,303.6047613529894,-34.593667100000005,-58.4452762,145.0
2974,VILLA CRESPO,2543.478260869565,303.6047613529894,-34.593667100000005,-58.4452762,145.0
2975,VILLA CRESPO,2413.7931034482763,270.4534951482714,-34.597079,-58.4417086,139.0
2976,VILLA CRESPO,2681.818181818182,270.4534951482714,-34.597079,-58.4417086,139.0
2977,VILLA CRESPO,2444.444444444445,270.4534951482714,-34.597079,-58.4417086,139.0
2978,VILLA CRESPO,2642.857142857143,270.4534951482714,-34.597079,-58.4417086,139.0
2979,VILLA CRESPO,2666.6666666666665,270.4534951482714,-34.597079,-58.4417086,139.0
2980,VILLA CRESPO,2289.4736842105262,339.6908627359918,-34.600539970300005,-58.4368396904,141.0
2981,VILLA CRESPO,2506.3291139240505,431.9473732475649,-34.603519,-58.4350675,138.0
2982,VILLA CRESPO,2137.2549019607845,560.6877494480901,-34.5931282,-58.4424065,145.0
2983,VILLA CRESPO,3645.833333333334,1006.1604609610173,-34.5907246,-58.4354956,139.0
2984,VILLA CRESPO,2196.969696969697,723.8396437926135,-34.6035355,-58.4446402,140.0
2985,VILLA CRESPO,2613.6363636363635,850.8080023951437,-34.5944496706,-58.4298793228,136.0
2986,VILLA CRESPO,2264.864864864865,762.1195001054267,-34.598561,-58.449497,146.0
2987,VILLA CRESPO,2426.6666666666665,762.1195001054267,-34.598561,-58.449497,146.0
2988,VILLA CRESPO,2353.1914893617013,762.1195001054267,-34.598561,-58.449497,146.0
2989,VILLA CRESPO,2844.827586206897,535.3510488811165,-34.594458,-58.442209,139.0
2990,VILLA CRESPO,2236.842105263158,81.29230933877773,-34.599496,-58.440445,140.0
2991,VILLA CRESPO,2169.491525423729,892.0805318426138,-34.5999494,-58.4486662,146.0
2992,VILLA CRESPO,2250.0,560.1199692513629,-34.5950011,-58.4364184,139.0
2993,VILLA CRESPO,2250.0,560.1199692513629,-34.5950011,-58.4364184,139.0
2994,VILLA CRESPO,2458.333333333333,508.8867571497925,-34.5943155,-58.4434387,145.0
2995,VILLA CRESPO,2000.0,195.24949755259726,-34.6018893,-58.4331122,135.0
2996,VILLA CRESPO,2277.227722772277,1078.3210878092789,-34.6026402,-58.4490184,140.0
2997,VILLA CRESPO,2959.183673469388,84.01214666205703,-34.6013223,-58.43158070000001,135.0
2998,VILLA CRESPO,2962.5,197.71580611477106,-34.60030510000001,-58.4306989,136.0
2999,VILLA CRESPO,3036.708860759493,197.71580611477106,-34.60030510000001,-58.4306989,136.0
3000,VILLA CRESPO,3314.634146341464,197.71580611477106,-34.60030510000001,-58.4306989,136.0
3001,VILLA CRESPO,1833.333333333333,805.7465989806949,-34.5978815299,-58.4517499879,146.0
3002,VILLA CRESPO,2575.7272727272725,386.1308911912387,-34.6014097,-58.4347897,135.0
3003,VILLA CRESPO,1936.2745098039209,1437.8405328387978,-34.605694,-58.451109,140.0
3004,VILLA CRESPO,2500.0,1116.351050793903,-34.60709,-58.446002,142.0
3005,VILLA CRESPO,3216.2162162162163,408.7226832277544,-34.6025939,-58.4350567,138.0
3006,VILLA CRESPO,2727.2727272727275,300.9427676059377,-34.5995097925,-58.432341366,135.0
3007,VILLA CRESPO,3829.787234042553,445.0258991881212,-34.598226000000004,-58.429706,136.0
3008,VILLA CRESPO,3829.787234042553,445.0258991881212,-34.598226000000004,-58.429706,136.0
3009,VILLA CRESPO,2000.0,1128.2747560449352,-34.600324,-58.453353,146.0
3010,VILLA CRESPO,2000.0,840.4814071333269,-34.5932153,-58.434613,139.0
3011,VILLA CRESPO,2136.3636363636365,384.72199606798785,-34.594371,-58.4449404,145.0
3012,VILLA CRESPO,3823.529411764706,336.92266302801846,-34.59576920000001,-58.4406964,139.0
3013,VILLA CRESPO,2127.659574468085,428.9626710647241,-34.598251,-58.432164,135.0
3014,VILLA CRESPO,2635.6589147286827,412.942645859364,-34.5986981,-58.4330105,135.0
3015,VILLA CRESPO,1838.7096774193549,983.0259010390532,-34.5932632,-58.43276120000001,135.0
3016,VILLA CRESPO,2916.666666666666,475.8683213111182,-34.6031843,-58.4412869,142.0
3017,VILLA CRESPO,2718.75,656.2641627885973,-34.604972,-58.441,142.0
3018,VILLA CRESPO,2268.6567164179105,315.23075914072297,-34.601912799999994,-58.4389284,142.0
3019,VILLA CRESPO,1717.391304347826,717.5507784295226,-34.5984204462,-58.4481693413,146.0
3020,VILLA CRESPO,1789.473684210526,719.0119937801712,-34.5984381091,-58.448126426,146.0
3021,VILLA CRESPO,3000.0,835.4667567191497,-34.5945999,-58.4326579,135.0
3022,VILLA CRESPO,2266.6666666666665,724.8670547959574,-34.5975482,-58.4249158,131.0
3023,VILLA CRESPO,2415.384615384615,923.8382303688936,-34.590937410500004,-58.4367899504,139.0
3024,VILLA CRESPO,3048.780487804879,561.8188223961961,-34.5969628,-58.43138879999999,135.0
3025,VILLA CRESPO,2311.6883116883123,919.6629093485832,-34.5912268,-58.436228,139.0
3026,VILLA CRESPO,3105.263157894737,329.35800230291295,-34.5985336,-58.4365893,141.0
3027,VILLA CRESPO,1570.7964601769906,181.49164342824244,-34.602378107199996,-58.4330094476,138.0
3028,VILLA CRESPO,2172.4137931034484,870.1703057265812,-34.5942242,-58.43043340000001,136.0
3029,VILLA CRESPO,2172.4137931034484,861.5532531232317,-34.5943033,-58.4304149,136.0
3030,VILLA CRESPO,2161.1111111111113,840.3070031123107,-34.605036600000005,-58.4445668,142.0
3031,VILLA CRESPO,2906.9767441860467,152.13122020412712,-34.60187929999999,-58.4327184,135.0
3032,VILLA CRESPO,2142.8571428571427,306.79213150881526,-34.5967234,-58.44182370000001,139.0
3033,VILLA CRESPO,2435.897435897436,405.91885867358803,-34.6007141,-58.4362529,141.0
3034,VILLA CRESPO,2297.297297297297,481.2623475871344,-34.5959508,-58.4457372,146.0
3035,VILLA CRESPO,2590.6666666666665,1555.3143291782635,-34.6057050887,-58.4523323593,140.0
3036,VILLA CRESPO,2582.6666666666665,1555.3143291782635,-34.6057050887,-58.4523323593,140.0
3037,VILLA CRESPO,2568.4848484848485,1577.0459247462456,-34.605917025,-58.452439647700004,140.0
3038,VILLA CRESPO,2555.555555555556,353.7828230321782,-34.5942643,-58.4452421,145.0
3039,VILLA CRESPO,2500.0,304.240268529096,-34.594039925,-58.445680251300004,146.0
3040,VILLA CRESPO,1592.5925925925924,656.4788251095133,-34.59331629999999,-58.4373805,139.0
3041,VILLA CRESPO,2255.8139534883717,380.54999768521765,-34.5987739,-58.4434328,140.0
3042,VILLA CRESPO,3146.3414634146343,258.977451481575,-34.6005909,-58.43776510000001,141.0
3043,VILLA CRESPO,2216.6666666666665,180.48572029680372,-34.6010593,-58.4326527,135.0
3044,VILLA CRESPO,2292.3076923076924,360.16491407570317,-34.596147875999996,-58.4418997085,139.0
3045,VILLA CRESPO,1748.2517482517483,993.9010968080631,-34.592098,-58.433774,139.0
3046,VILLA CRESPO,2894.7368421052643,448.66506699808554,-34.594951,-58.438336,139.0
3047,VILLA CRESPO,1894.7368421052633,790.2484507575509,-34.605111,-58.443709,142.0
3048,VILLA CRESPO,2700.0,258.9930376990852,-34.600590999999994,-58.437765,141.0
3049,VILLA CRESPO,2810.133333333333,707.627397076368,-34.597860700000005,-58.426034400000006,136.0
3050,VILLA CRESPO,3390.243902439024,396.38189544576153,-34.5985184,-58.43049499999999,136.0
3051,VILLA CRESPO,2763.157894736842,1684.1467563043511,-34.6049971764,-58.4553937522,146.0
3052,VILLA CRESPO,2636.3636363636365,518.4077915607388,-34.5981092,-58.4339031,135.0
3053,VILLA CRESPO,3645.833333333334,999.3972657179457,-34.5906945,-58.4356814,139.0
3054,VILLA CRESPO,2023.8095238095239,453.49828429390004,-34.6021894,-58.44250529999999,142.0
3055,VILLA CRESPO,2023.8095238095239,259.06737313552134,-34.5987557967,-58.4371996298,141.0
3056,VILLA CRESPO,2692.3076923076924,502.5028656687264,-34.60220870000001,-58.44313100000001,140.0
3057,VILLA CRESPO,2477.8761061946907,198.55694757238163,-34.5979241884,-58.438122535,141.0
3058,VILLA CRESPO,2477.8761061946907,198.55694757238163,-34.5979241884,-58.438122535,141.0
3059,VILLA CRESPO,2829.3469387755104,555.6999857701819,-34.5967912,-58.4350289,141.0
3060,VILLA CRESPO,2686.9775280898875,555.6999857701819,-34.5967912,-58.4350289,141.0
3061,VILLA CRESPO,3203.5,555.6999857701819,-34.5967912,-58.4350289,141.0
3062,VILLA CRESPO,3134.808988764045,555.6999857701819,-34.5967912,-58.4350289,141.0
3063,VILLA CRESPO,1832.2981366459628,1262.306260737656,-34.600967600000004,-58.45452270000001,146.0
3064,VILLA CRESPO,2340.4255319148942,199.848354283365,-34.6009115,-58.4402166,142.0
3065,VILLA CRESPO,2340.4255319148942,199.848354283365,-34.6009115,-58.4402166,142.0
3066,VILLA CRESPO,1973.6842105263158,755.4539192028676,-34.59622,-58.427338,136.0
3067,VILLA CRESPO,3571.4285714285716,452.0891215249446,-34.5990183,-58.4440826,140.0
3068,VILLA CRESPO,2666.6666666666665,428.0765552808741,-34.6006729,-58.443446,140.0
3069,VILLA CRESPO,3372.0930232558144,540.137752085443,-34.5934455,-58.44269920000001,145.0
3070,VILLA CRESPO,2161.1111111111113,833.4312713591147,-34.6048848256,-58.4446502831,142.0
3071,VILLA CRESPO,3066.666666666666,1691.3207919172055,-34.6050662,-58.4554051,146.0
3072,VILLA CRESPO,2336.9565217391305,321.8942959875333,-34.602139,-58.434286,138.0
3073,VILLA CRESPO,2200.0,746.1005648066628,-34.597235999999995,-58.424778,131.0
3074,VILLA CRESPO,2931.0344827586205,396.3962342206813,-34.599364,-58.433734,135.0
3075,VILLA CRESPO,2911.7647058823527,202.18242149771348,-34.5922688,-58.4455372,145.0
3076,VILLA CRESPO,2666.6666666666665,95.22273111226556,-34.6012474,-58.43167220000001,135.0
3077,VILLA CRESPO,2709.6774193548385,560.8583435123428,-34.5982273,-58.4275511,136.0
3078,VILLA CRESPO,2000.0,661.1817383549256,-34.59853,-58.445965,140.0
3079,VILLA CRESPO,2100.0,661.1817383549256,-34.59853,-58.445965,140.0
3080,VILLA CRESPO,2142.8571428571427,283.4445609971096,-34.600726,-58.4418106,140.0
3081,VILLA CRESPO,3000.0,52.431430305306755,-34.5994708458,-58.4393187762,141.0
3082,VILLA CRESPO,3000.0,47.4203618015198,-34.5993663991,-58.4392436128,141.0
3083,VILLA CRESPO,2074.626865671642,289.37759319738797,-34.60129000000001,-58.43386,135.0
3084,VILLA CRESPO,2689.655172413793,773.6656134881964,-34.596176,-58.427095,136.0
3085,VILLA CRESPO,2638.8888888888887,386.50994662084906,-34.6033339,-58.434695700000006,138.0
3086,VILLA CRESPO,2666.6666666666665,1094.3852465976925,-34.606116,-58.446799,140.0
3087,VILLA CRESPO,1816.666666666667,913.9160622372035,-34.5918321,-58.43527829999999,139.0
3088,VILLA CRESPO,2909.090909090909,646.0447788682051,-34.598527000000004,-58.4458274,140.0
3089,VILLA CRESPO,2540.5405405405404,646.0447788682051,-34.598527000000004,-58.4458274,140.0
3090,VILLA CRESPO,2500.0,646.0447788682051,-34.598527000000004,-58.4458274,140.0
3091,VILLA CRESPO,2918.918918918919,632.3805434557216,-34.59887020000001,-58.4457166,140.0
3092,VILLA CRESPO,2861.1111111111113,632.3805434557216,-34.59887020000001,-58.4457166,140.0
3093,VILLA CRESPO,2714.285714285714,457.39917148935916,-34.601087,-58.44351800000001,140.0
3094,VILLA CRESPO,3602.409638554217,59.44766328387734,-34.598574,-58.43926800000001,141.0
3095,VILLA CRESPO,2023.8095238095239,292.23887265975327,-34.593774,-58.445528,145.0
3096,VILLA CRESPO,2740.384615384615,98.47459397602283,-34.6011604,-58.4314409,135.0
3097,VILLA CRESPO,2796.875,1701.0906511336464,-34.605237,-58.455291,146.0
3098,VILLA CRESPO,1695.6521739130435,869.874604448027,-34.601966,-58.447254,140.0
3099,VILLA CRESPO,2352.9411764705883,171.0304173699036,-34.597206799999995,-58.4394983,139.0
3100,VILLA CRESPO,3166.666666666666,1071.9159929390828,-34.606173811,-58.4464416067,142.0
3101,VILLA CRESPO,2621.212121212121,865.9702056764912,-34.594272100000005,-58.43027729999999,136.0
3102,VILLA CRESPO,2500.0,585.1506376097242,-34.597255,-58.447667,146.0
3103,VILLA CRESPO,2327.586206896552,462.66219455942996,-34.594404,-58.444015,145.0
3104,VILLA CRESPO,1620.6896551724137,353.52436134349847,-34.596270000000004,-58.437805,139.0
3105,VILLA CRESPO,2586.2068965517237,1095.99310964876,-34.6065342,-58.44637410000001,142.0
3106,VILLA CRESPO,1863.6363636363642,1113.6347631603455,-34.60284424,-58.44927979,140.0
3107,VILLA CRESPO,2692.3076923076924,361.56670215370303,-34.59767914,-58.44301987,140.0
3108,VILLA CRESPO,2708.333333333333,347.161059741296,-34.60244751,-58.43450928,138.0
3109,VILLA CRESPO,2106.6666666666665,468.0338758073801,-34.5958130307,-58.449254160100004,146.0
3110,VILLA CRESPO,2112.5,600.9137691721857,-34.59710312,-58.43444443,141.0
3111,VILLA CRESPO,1850.0,465.68456139122026,-34.59580231,-58.44922638,146.0
3112,VILLA CRESPO,1862.745098039216,1592.7361467677001,-34.60523224,-58.45312119,146.0
3113,VILLA CRESPO,2857.142857142857,130.55521065807983,-34.60087585,-58.43119431,135.0
3114,VILLA CRESPO,1613.899613899614,1231.1555116419881,-34.60182953,-58.45266724,146.0
3115,VILLA CRESPO,2638.8888888888887,356.67624426866274,-34.5963485,-58.437674,139.0
3116,VILLA CRESPO,2388.8888888888887,176.22679711203597,-34.597412299999995,-58.4389475,139.0
3117,VILLA CRESPO,2388.8888888888887,176.22679711203597,-34.597412299999995,-58.4389475,139.0
3118,VILLA CRESPO,2009.3457943925234,622.0800098322021,-34.5929125,-58.4417861,145.0
3119,VILLA CRESPO,2888.888888888889,518.5071057281497,-34.5981492,-58.4339655,135.0
3120,VILLA CRESPO,2539.6825396825398,841.130335287855,-34.604848,-58.444798,142.0
3121,VILLA CRESPO,1984.1269841269839,996.5060468171032,-34.599532,-58.45239399999999,146.0
3122,VILLA CRESPO,2023.8095238095239,188.88442140894847,-34.5929855,-58.4460603,145.0
3123,VILLA CRESPO,2486.486486486487,360.50639649986505,-34.599108,-58.42952,136.0
3124,VILLA CRESPO,2661.1111111111113,859.2122315709422,-34.598603999999995,-58.451535,146.0
3125,VILLA CRESPO,2500.0,1717.7590967090362,-34.604477,-58.456718,146.0
3126,VILLA CRESPO,1931.4606741573034,123.23105080201208,-34.601943,-58.432462,135.0
3127,VILLA CRESPO,2175.438596491228,123.23105080201208,-34.601943,-58.432462,135.0
3128,VILLA CRESPO,2416.6666666666665,584.5932562714689,-34.596877,-58.432474,135.0
3129,VILLA CRESPO,1946.428571428572,1593.810149893066,-34.604865999999994,-58.453939,146.0
3130,VILLA CRESPO,2013.888888888889,1551.265231371497,-34.603965,-58.454776,146.0
3131,VILLA CRESPO,1875.0,936.1859563013533,-34.606291,-58.44431899999999,142.0
3132,VILLA CRESPO,2000.0,1587.806203065835,-34.604848,-58.453853,146.0
3133,VILLA CRESPO,1807.692307692308,895.0314295153814,-34.603797,-58.446461,140.0
3134,VILLA CRESPO,2056.07476635514,926.6144753254598,-34.591813,-58.435102,139.0
3135,VILLA CRESPO,2371.428571428572,165.2644900119588,-34.600804600000004,-58.432184,135.0
3136,VILLA CRESPO,2106.3829787234044,513.5317603206041,-34.5950279,-58.4427211,139.0
3137,VILLA CRESPO,3130.4347826086955,601.9324205323996,-34.5935352,-58.4381676,139.0
3138,VILLA CRESPO,2906.060606060606,1078.525194381572,-34.6064777705,-58.4461998772,142.0
3139,VILLA CRESPO,2777.777777777778,501.55875303668796,-34.6025254,-58.4427827,142.0
3140,VILLA CRESPO,2142.8571428571427,500.1615557912542,-34.598906,-58.4346127,135.0
3141,VILLA CRESPO,2878.0487804878053,367.79167740919763,-34.5955354,-58.44089,139.0
3142,VILLA CRESPO,1712.3287671232874,1467.2696034538362,-34.6026318,-58.4553993,146.0
3143,VILLA CRESPO,1957.4468085106384,1730.8965590875553,-34.603995,-58.45752589999999,146.0
3144,VILLA CRESPO,2542.857142857143,291.2362256714637,-34.5998364,-58.43278710000001,135.0
3145,VILLA CRESPO,2289.1566265060237,257.42517815184425,-34.5969589,-58.4414207,139.0
3146,VILLA CRESPO,2159.090909090909,779.0230889189086,-34.6037847,-58.445095,140.0
3147,VILLA CRESPO,1714.2857142857142,520.1447235493325,-34.5965561642,-58.44851675090001,146.0
3148,VILLA CRESPO,2903.225806451613,260.04273634002817,-34.6002142056,-58.4374840837,141.0
3149,VILLA CRESPO,1801.470588235294,398.3086628551469,-34.595186,-58.440652,139.0
3150,VILLA CRESPO,2315.7894736842104,773.4369246090433,-34.590478000000004,-58.44043900000001,145.0
3151,VILLA CRESPO,2538.4615384615386,1560.7100179714985,-34.604305263600004,-58.4543603391,146.0
3152,VILLA CRESPO,1878.453038674033,431.487172856452,-34.597101,-58.443448,140.0
3153,VILLA CRESPO,2189.189189189189,165.60076990472734,-34.6007563383,-58.4321129693,135.0
3154,VILLA CRESPO,3000.0,387.5564679226205,-34.593215,-58.44409200000001,145.0
3155,VILLA CRESPO,2205.5641025641025,329.48588321812707,-34.5985091,-58.4365925,141.0
3156,VILLA CRESPO,3107.74,573.435972577459,-34.5971384,-58.447864,146.0
3157,VILLA CRESPO,2301.2820512820513,599.8619232382275,-34.593504,-58.442148,145.0
